"","date","qbtag","time","starting_quad","treat_id","tree_start","treat_fed","g_temp","g_temp_location","air_temp","living_status","dist_center","angle","ground","open_env","Notes","windspeed","weather","page","obs_num","instar","x","y","x_m","y_m","dist_center_m","bearing","ta","card_travel_direction","segment_dist","m_segment_dist","dist_sum","m_dist_sum","release_time"
"40",2017-06-20,13,"17:00","NW","Absence",NA,"Fed",39.6,"sun",25,1,84,320,1,1,"",1.8,"sunny",2,30,5,-53.9941592136693,64.3477332219941,-16.4574197283264,19.6131890860638,25.6032,320,-40.0000000000002,"NW",1,0.304800000000001,2.00000000000001,0.609600000000002,570
"41",2017-06-20,14,"7:30","NE","Presence","aspen","Starved",10.5,"sun",14.1,1,97,40,0,NA,"",0.3,"overcast",1,2,5,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,NA,NA,0,0,0
"42",2017-06-20,14,"8:00","NE","Presence","aspen","Starved",11.6,"sun",13.1,1,103,40,1,NA,"on ground",0,"overcast",1,21,5,66.2071237977135,78.9025776412547,20.1799313335431,24.0495056650544,31.3944,40,40,"NE",6.00000000000001,1.8288,6.00000000000001,1.8288,30
"43",2017-06-20,14,"8:30","NE","Presence","aspen","Starved",11.4,"sun",17.4,1,103,40,1,NA,"on ground",0.1,"overcast",1,35,5,66.2071237977135,78.9025776412547,20.1799313335431,24.0495056650544,31.3944,NA,NA,NA,0,0,6.00000000000001,1.8288,60
"44",2017-06-20,14,"9:00","NE","Presence","aspen","Starved",11.6,"sun",17.6,1,103,40,1,NA,"on ground",2.4,"overcast",1,53,5,66.2071237977135,78.9025776412547,20.1799313335431,24.0495056650544,31.3944,NA,NA,NA,0,0,6.00000000000001,1.8288,90
"45",2017-06-20,14,"9:30","NE","Presence","aspen","Starved",11.8,"sun",17.6,1,103,40,1,NA,"on ground",4.1,"overcast",3,4,5,66.2071237977135,78.9025776412547,20.1799313335431,24.0495056650544,31.3944,NA,NA,NA,0,0,6.00000000000001,1.8288,120
"46",2017-06-20,14,"10:00","NE","Presence","aspen","Starved",15.7,"sun",21.8,1,103,40,1,NA,"",1.1,"mostly cloudy",3,21,5,66.2071237977135,78.9025776412547,20.1799313335431,24.0495056650544,31.3944,NA,NA,NA,0,0,6.00000000000001,1.8288,150
"47",2017-06-20,14,"10:30","NE","Presence","aspen","Starved",15.9,"sun",23.9,1,103,40,1,NA,"on ground",0.3,"overcast",3,38,5,66.2071237977135,78.9025776412547,20.1799313335431,24.0495056650544,31.3944,NA,NA,NA,0,0,6.00000000000001,1.8288,180
"48",2017-06-20,14,"11:00","NE","Presence","aspen","Starved",17,"sun",21.7,1,97,40,0,NA,"in tree",1.2,"overcast",4,1,5,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,220,-140,"SW",6.00000000000001,1.8288,12,3.65760000000001,210
"49",2017-06-20,14,"11:30","NE","Presence","aspen","Starved",18.9,"sun",22.3,1,97,40,0,NA,"",0.8,"partly cloudy",4,19,5,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,12,3.65760000000001,240
"50",2017-06-20,14,"12:00","NE","Presence","aspen","Starved",22.5,"sun",25.6,1,97,40,0,NA,"",0.9,"mostly sunny",4,37,5,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,12,3.65760000000001,270
"51",2017-06-20,14,"12:30","NE","Presence","aspen","Starved",19.9,"sun",27,1,97,40,0,NA,"",0.8,"partly sunny",4,55,5,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,12,3.65760000000001,300
"52",2017-06-20,14,"13:00","NE","Presence","aspen","Starved",23.9,"sun",24.1,1,97,40,0,NA,"",0,"mostly sunny",15,14,5,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,12,3.65760000000001,330
"53",2017-06-20,14,"13:30","NE","Presence","aspen","Starved",20,"shade",23.2,1,97,40,0,NA,"",0.2,"partly cloudy",5,1,5,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,12,3.65760000000001,360
"54",2017-06-20,14,"14:00","NE","Presence","aspen","Starved",25.9,"sun",26.3,1,97,40,0,NA,"",0,"partly sunny",5,18,5,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,12,3.65760000000001,390
"55",2017-06-20,14,"14:30","NE","Presence","aspen","Starved",19.5,"shade",23.6,1,97,40,0,NA,"",2.7,"mostly sunny",5,35,5,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,12,3.65760000000001,420
"56",2017-06-20,14,"15:00","NE","Presence","aspen","Starved",34.4,"sun",25.2,1,97,40,0,NA,"",1.1,"mostly sunny",6,1,5,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,12,3.65760000000001,450
"57",2017-06-20,14,"15:30","NE","Presence","aspen","Starved",37.4,"sun",26.1,1,97,40,0,NA,"",0.1,"mostly sunny",6,17,5,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,12,3.65760000000001,480
"58",2017-06-20,14,"16:00","NE","Presence","aspen","Starved",21.2,"sun",23,1,97,40,0,NA,"",1.2,"overcast",6,33,5,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,12,3.65760000000001,510
"59",2017-06-20,14,"16:30","NE","Presence","aspen","Starved",31.6,"sun",27.4,1,97,40,0,NA,"",0.5,"mostly sunny",6,48,5,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,12,3.65760000000001,540
"60",2017-06-20,14,"17:00","NE","Presence","aspen","Starved",39.9,"sun",25.8,1,97,40,0,NA,"",0.2,"sunny",2,19,5,62.3503981395943,74.3063109825409,19.0044013529483,22.6485635874785,29.5656,NA,NA,NA,0,0,12,3.65760000000001,570
"61",2017-06-20,15,"7:30","NW","Absence",NA,"Starved",11.3,"sun",14.1,1,84,320,1,1,"",3.7,"overcast",1,16,5,-53.9941592136693,64.3477332219941,-16.4574197283264,19.6131890860638,25.6032,NA,NA,NA,NA,NA,0,0,0
"62",2017-06-20,15,"8:00","NW","Absence",NA,"Starved",11.7,"sun",15.7,1,84,320,1,1,"",0,"overcast",1,33,5,-53.9941592136693,64.3477332219941,-16.4574197283264,19.6131890860638,25.6032,NA,NA,NA,0,0,0,0,30
"63",2017-06-20,15,"8:30","NW","Absence",NA,"Starved",11,"sun",15.7,1,84,320,1,1,"",0,"overcast",1,50,5,-53.9941592136693,64.3477332219941,-16.4574197283264,19.6131890860638,25.6032,NA,NA,NA,0,0,0,0,60
"64",2017-06-20,15,"9:00","NW","Absence",NA,"Starved",13.1,"sun",16.8,1,84,320,1,1,"",1.7,"overcast",2,12,5,-53.9941592136693,64.3477332219941,-16.4574197283264,19.6131890860638,25.6032,NA,NA,NA,0,0,0,0,90
"65",2017-06-20,15,"9:30","NW","Absence",NA,"Starved",12.8,"sun",16.9,1,84,320,1,1,"",3.2,"overcast",3,17,5,-53.9941592136693,64.3477332219941,-16.4574197283264,19.6131890860638,25.6032,NA,NA,NA,0,0,0,0,120
"66",2017-06-20,15,"10:00","NW","Absence",NA,"Starved",15.5,"sun",18.7,1,84,320,1,1,"",2.8,"mostly cloudy",3,33,5,-53.9941592136693,64.3477332219941,-16.4574197283264,19.6131890860638,25.6032,NA,NA,NA,0,0,0,0,150
"67",2017-06-20,15,"10:30","NW","Absence",NA,"Starved",15.4,"sun",19.8,1,84,320,1,1,"",1,"overcast",3,49,5,-53.9941592136693,64.3477332219941,-16.4574197283264,19.6131890860638,25.6032,NA,NA,NA,0,0,0,0,180
"68",2017-06-20,15,"11:00","NW","Absence",NA,"Starved",18.3,"sun",19.4,1,84,320,1,1,"",2.5,"partly cloudy",4,16,5,-53.9941592136693,64.3477332219941,-16.4574197283264,19.6131890860638,25.6032,NA,NA,NA,0,0,0,0,210
"69",2017-06-20,15,"11:30","NW","Absence",NA,"Starved",21.6,"sun",21.2,1,84,320,1,1,"",0,"partly cloudy",4,33,5,-53.9941592136693,64.3477332219941,-16.4574197283264,19.6131890860638,25.6032,NA,NA,NA,0,0,0,0,240
"70",2017-06-20,15,"12:00","NW","Absence",NA,"Starved",20.3,"sun",23.4,1,84,320,1,1,"",0,"mostly sunny",4,52,5,-53.9941592136693,64.3477332219941,-16.4574197283264,19.6131890860638,25.6032,NA,NA,NA,0,0,0,0,270
"71",2017-06-20,15,"12:30","NW","Absence",NA,"Starved",23.1,"sun",23.3,1,84,320,1,1,"",1.6,"partly sunny",15,11,5,-53.9941592136693,64.3477332219941,-16.4574197283264,19.6131890860638,25.6032,NA,NA,NA,0,0,0,0,300
"72",2017-06-20,15,"13:00","NW","Absence",NA,"Starved",27.4,"sun",27.2,1,84,320,1,1,"",0,"partly sunny",15,29,5,-53.9941592136693,64.3477332219941,-16.4574197283264,19.6131890860638,25.6032,NA,NA,NA,0,0,0,0,330
"73",2017-06-20,15,"13:30","NW","Absence",NA,"Starved",23.6,"sun",25.6,1,84,320,1,1,"",0,"sunny",5,15,5,-53.9941592136693,64.3477332219941,-16.4574197283264,19.6131890860638,25.6032,NA,NA,NA,0,0,0,0,360
"74",2017-06-20,15,"14:00","NW","Absence",NA,"Starved",32,"sun",26.6,1,84,320,1,1,"",0.2,"partly sunny",5,32,5,-53.9941592136693,64.3477332219941,-16.4574197283264,19.6131890860638,25.6032,NA,NA,NA,0,0,0,0,390
"75",2017-06-20,17,"7:30","SW","Presence","oak","Starved",10.4,"sun",14.7,1,64,218,0,NA,"",1.3,"overcast",1,13,5,-39.4023344208421,-50.4326882308302,-12.0098315314727,-15.371883372757,19.5072,NA,NA,NA,NA,NA,0,0,0
"76",2017-06-20,17,"8:00","SW","Presence","oak","Starved",14.2,"sun",14.3,1,64,218,0,NA,"",0,"overcast",1,28,5,-39.4023344208421,-50.4326882308302,-12.0098315314727,-15.371883372757,19.5072,NA,NA,NA,0,0,0,0,30
"77",2017-06-20,17,"8:30","SW","Presence","oak","Starved",10.9,"sun",15.2,1,64,218,0,NA,"",3.8,"overcast",1,46,5,-39.4023344208421,-50.4326882308302,-12.0098315314727,-15.371883372757,19.5072,NA,NA,NA,0,0,0,0,60
"78",2017-06-20,17,"9:00","SW","Presence","oak","Starved",12.6,"sun",16.4,1,64,218,0,NA,"",2.1,"overcast",2,7,5,-39.4023344208421,-50.4326882308302,-12.0098315314727,-15.371883372757,19.5072,NA,NA,NA,0,0,0,0,90
"79",2017-06-20,17,"9:30","SW","Presence","oak","Starved",11.8,"sun",18.2,1,64,218,0,NA,"",2.5,"overcast",3,11,5,-39.4023344208421,-50.4326882308302,-12.0098315314727,-15.371883372757,19.5072,NA,NA,NA,0,0,0,0,120
"80",2017-06-20,17,"10:00","SW","Presence","oak","Starved",16.8,"sun",20.9,1,64,218,0,NA,"",0.6,"mostly cloudy",3,28,5,-39.4023344208421,-50.4326882308302,-12.0098315314727,-15.371883372757,19.5072,NA,NA,NA,0,0,0,0,150
"81",2017-06-20,17,"10:30","SW","Presence","oak","Starved",14.9,"sun",18.9,1,64,218,0,NA,"",3.1,"overcast",3,43,5,-39.4023344208421,-50.4326882308302,-12.0098315314727,-15.371883372757,19.5072,NA,NA,NA,0,0,0,0,180
"82",2017-06-20,17,"11:00","SW","Presence","oak","Starved",18.4,"sun",20.1,1,64,218,0,NA,"",1.2,"partly cloudy",4,12,5,-39.4023344208421,-50.4326882308302,-12.0098315314727,-15.371883372757,19.5072,NA,NA,NA,0,0,0,0,210
"83",2017-06-20,17,"11:30","SW","Presence","oak","Starved",19.6,"sun",22.4,1,64,218,0,NA,"",0,"partly cloudy",4,31,5,-39.4023344208421,-50.4326882308302,-12.0098315314727,-15.371883372757,19.5072,NA,NA,NA,0,0,0,0,240
"84",2017-06-20,17,"12:00","SW","Presence","oak","Starved",20.6,"sun",22.4,1,64,218,0,NA,"",4.3,"mostly sunny",4,50,5,-39.4023344208421,-50.4326882308302,-12.0098315314727,-15.371883372757,19.5072,NA,NA,NA,0,0,0,0,270
"85",2017-06-20,17,"12:30","SW","Presence","oak","Starved",16.4,"sun",21.9,1,64,218,0,NA,"",1.2,"partly sunny",15,7,5,-39.4023344208421,-50.4326882308302,-12.0098315314727,-15.371883372757,19.5072,NA,NA,NA,0,0,0,0,300
"86",2017-06-20,17,"13:00","SW","Presence","oak","Starved",17.5,"shade",26.9,1,64,218,0,NA,"",1.4,"partly sunny",15,25,5,-39.4023344208421,-50.4326882308302,-12.0098315314727,-15.371883372757,19.5072,NA,NA,NA,0,0,0,0,330
"87",2017-06-20,17,"13:30","SW","Presence","oak","Starved",19.3,"shade",23.7,1,64,218,0,NA,"",1.2,"sunny",5,11,5,-39.4023344208421,-50.4326882308302,-12.0098315314727,-15.371883372757,19.5072,NA,NA,NA,0,0,0,0,360
"88",2017-06-20,17,"14:00","SW","Presence","oak","Starved",23.3,"sun",24.6,1,64,218,0,NA,"",2.9,"partly sunny",5,28,5,-39.4023344208421,-50.4326882308302,-12.0098315314727,-15.371883372757,19.5072,NA,NA,NA,0,0,0,0,390
"89",2017-06-20,17,"14:30","SW","Presence","oak","Starved",19.5,"sun",26.6,1,64,218,1,NA,"on ground",2.2,"mostly sunny",5,43,5,-39.4023344208421,-50.4326882308302,-12.0098315314727,-15.371883372757,19.5072,NA,NA,NA,0,0,0,0,420
"90",2017-06-20,17,"15:00","SW","Presence","oak","Starved",16.1,"sun",25.2,1,64,218,0,NA,"on tree",3.3,"mostly sunny",6,10,5,-39.4023344208421,-50.4326882308302,-12.0098315314727,-15.371883372757,19.5072,NA,NA,NA,0,0,0,0,450
"91",2017-06-20,17,"15:30","SW","Presence","oak","Starved",18.2,"shade",26.2,1,64,218,1,NA,"on ground",3,"mostly sunny",6,26,5,-39.4023344208421,-50.4326882308302,-12.0098315314727,-15.371883372757,19.5072,NA,NA,NA,0,0,0,0,480
"92",2017-06-20,17,"16:00","SW","Presence","oak","Starved",22.3,"sun",23.3,1,63,224,1,NA,"",0.5,"mostly cloudy",6,42,5,-43.7634773389168,-45.318407421335,-13.3391078929019,-13.8130505820229,19.2024,319.544503257746,-40.4554967422539,"NW",6.72126742142016,2.04864231004886,6.72126742142016,2.04864231004886,510
"93",2017-06-20,17,"16:30","SW","Presence","oak","Starved",29.6,"sun",27.7,1,44,222,1,NA,"",0,"mostly sunny",6,55,5,-29.4417466797898,-32.6983723210053,-8.97384438799992,-9.96646388344243,13.4112,48.6141145019075,89.0696112441614,"NE",19.08866823553,5.81822607818956,25.8099356569502,7.86686838823842,540
"94",2017-06-20,17,"17:00","SW","Presence","oak","Starved",26.4,"sun",29,1,30,198,1,NA,"",0,"sunny",2,29,5,-9.27050983124842,-28.5316954888546,-2.82565139656452,-8.69646078500289,9.144,78.3288343302495,29.714719828342,"E",20.5970869742188,6.27799210974189,46.407022631169,14.1448604979803,570
"95",2017-06-20,18,"7:30","NW","Absence",NA,"Fed",11.3,"sun",14.1,1,84,320,1,1,"",3.7,"overcast",1,15,6,-53.9941592136693,64.3477332219941,-16.4574197283264,19.6131890860638,25.6032,NA,NA,NA,NA,NA,0,0,0
"96",2017-06-20,18,"8:00","NW","Absence",NA,"Fed",11.7,"sun",15.7,1,84,320,1,1,"",0,"overcast",1,32,6,-53.9941592136693,64.3477332219941,-16.4574197283264,19.6131890860638,25.6032,NA,NA,NA,0,0,0,0,30
"97",2017-06-20,18,"8:30","NW","Absence",NA,"Fed",11,"sun",15.7,1,84,320,1,1,"",0,"overcast",1,49,6,-53.9941592136693,64.3477332219941,-16.4574197283264,19.6131890860638,25.6032,NA,NA,NA,0,0,0,0,60
"98",2017-06-20,18,"9:00","NW","Absence",NA,"Fed",13.1,"sun",16.8,1,84,320,1,1,"",1.7,"overcast",2,10,6,-53.9941592136693,64.3477332219941,-16.4574197283264,19.6131890860638,25.6032,NA,NA,NA,0,0,0,0,90
"99",2017-06-20,18,"9:30","NW","Absence",NA,"Fed",12.8,"sun",16.9,1,84,320,1,1,"",3.2,"overcast",3,15,6,-53.9941592136693,64.3477332219941,-16.4574197283264,19.6131890860638,25.6032,NA,NA,NA,0,0,0,0,120
"100",2017-06-20,18,"10:00","NW","Absence",NA,"Fed",15.2,"sun",18.7,1,84,320,1,1,"",2.8,"mostly cloudy",3,34,6,-53.9941592136693,64.3477332219941,-16.4574197283264,19.6131890860638,25.6032,NA,NA,NA,0,0,0,0,150
